DATE,JOB POSITION,SENIORITY,INDUSTRY SECTOR,AMOUNT,PROMO CODE,TICKET CLASS,REFERRAL CHANNEL,,,,,,,,,,
3/4/2025,Owner,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,CMO,President/Founder/Owner/Chairperson,Consultancy,$945.81,DISC_25,Executive Pass III,Email,,,,,,,,,,
3/4/2025,Founder,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Marketing Manager,Manager/Senior Manager,Retailer,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Director,C-Suite/SVP/VP/Director,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Founder,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Foudner,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,ORGANIC,Executive Pass III,Email,,,,,,,,,,
3/4/2025,CEO,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_WORK_TIER2_05,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/4/2025,Client Experience Manager,Manager/Senior Manager,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Digital Marketing Manage,Manager/Senior Manager,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Account Executive,Manager/Senior Manager,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Head of Growth,President/Founder/Owner/Chairperson,Technology Partner,$5.00,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,head of sales,Manager/Senior Manager,Technology Partner,$5.00,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/4/2025,Director,President/Founder/Owner/Chairperson,Brand,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Director,President/Founder/Owner/Chairperson,Retailer,$50.85,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/4/2025,CEO and Co-founder,President/Founder/Owner/Chairperson,Technology Partner,"$1,339.90",DISC_15,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Chief Strategic Advisor,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_ALL_TIER2_03,Executive Pass III,LinkedIn,,,,,,,,,,
3/3/2025,CEO & Founder,President/Founder/Owner/Chairperson,Marketing Agency,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,Founder,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/3/2025,Senior Creative,Manager/Senior Manager,Consultancy,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,Director,C-Suite/SVP/VP/Director,Technology Partner,"$1,339.90",DISC_15,Executive Pass III,LinkedIn,,,,,,,,,,
3/3/2025,Customer Success Manager,Manager/Senior Manager,Consultancy,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,Managing Partner,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/3/2025,Co-Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_ALL_TIER2_03,Executive Pass III,LinkedIn,,,,,,,,,,
3/3/2025,Co Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/3/2025,"Snr. Director, Partnerships and Alliances",C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Director of Commerce Solutions,Independent Contributor/Specialist,Consultancy,$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Growth Officer,Independent Contributor/Specialist,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,CTO,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Integrated Media Leader,Independent Contributor/Specialist,Brand,$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/3/2025,"Director, Supply Chain & Operations",C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Growth,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
3/3/2025,Data Science Lead,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Sr Business Analyst,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Director Consulting Services,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Founder,President/Founder/Owner/Chairperson,Retailer,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,Business Analyst,Independent Contributor/Specialist,Retailer,$50.85,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/3/2025,Team Lead,Independent Contributor/Specialist,Retailer,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,Manager,Manager/Senior Manager,Retailer,$5.00,AFF_WORK_TIER2_04,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/3/2025,Controller,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_WORK_TIER2_04,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,CEO,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_WORK_TIER2_04,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/3/2025,CEO,President/Founder/Owner/Chairperson,Marketing Agency,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,Partner,President/Founder/Owner/Chairperson,Retailer,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
3/3/2025,Director of Sales,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_03,Executive Pass III,LinkedIn,,,,,,,,,,
3/3/2025,Data Science Lead,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/3/2025,"Director, Market Strategy",C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Vice President,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Senior Marketing Analytics Specialist,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,DTC Manager,Manager/Senior Manager,Retailer,$5.00,AFF_ALL_TIER2_03,Executive Pass III,LinkedIn,,,,,,,,,,
3/3/2025,Marketing & Social Media Manager,Manager/Senior Manager,Brand,$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Category Manager,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Office Manager,Manager/Senior Manager,Brand,$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Investor Relations and Operations Manager,Independent Contributor/Specialist,"Academia, Non-profit, or other",$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,General Manager,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,"VP, Technology and Innovation",C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/3/2025,Marketing Coordinator,Independent Contributor/Specialist,Brand,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/3/2025,Design Researcher,Independent Contributor/Specialist,Marketing Agency,$5.00,AFF_ALL_TIER2_01,Executive Pass III,LinkedIn,,,,,,,,,,
3/3/2025,Account Manager,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,Experience Leader,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/3/2025,Business Development Manager,Manager/Senior Manager,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
3/3/2025,Marketing,Independent Contributor/Specialist,Technology Partner,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/3/2025,Marketing,Independent Contributor/Specialist,Technology Partner,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/2/2025,CEO,President/Founder/Owner/Chairperson,Retailer,$5.00,AFF_WORK_TIER2_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/2/2025,Founder,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/2/2025,Chief Commercial Officer,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_ALL_TIER2_03,Executive Pass I,LinkedIn,,,,,,,,,,
3/2/2025,CEO,President/Founder/Owner/Chairperson,Media,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/2/2025,Chairman,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/2/2025,Senior Account Executive,Independent Contributor/Specialist,Media,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/2/2025,General Manager,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
3/1/2025,Chief Client Officer,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_03,Executive Pass III,LinkedIn,,,,,,,,,,
3/1/2025,COO,President/Founder/Owner/Chairperson,Retailer,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/1/2025,Co-Founder's Mom,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/28/2025,Sourcing and Procurement Lead,President/Founder/Owner/Chairperson,Retailer,$50.85,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/28/2025,Sales Director,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/28/2025,Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/28/2025,Chief Revenue Officer,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/28/2025,Communications Lead,Manager/Senior Manager,Brand,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/28/2025,General Manager,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/28/2025,Head of Brand and Creative,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/28/2025,Program Manager,Manager/Senior Manager,Technology Partner,$50.85,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/28/2025,VP,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
2/28/2025,CRM Specialist,Independent Contributor/Specialist,Brand,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/28/2025,Co-Founder,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass II,LinkedIn,,,,,,,,,,
2/28/2025,Head of eCommerce Partnerships,Manager/Senior Manager,Brand,$5.00,AFF_ALL_TIER2_03,Executive Pass I,LinkedIn,,,,,,,,,,
2/28/2025,CEO,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_11,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/28/2025,Head of Ecom North,C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER2_11,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/28/2025,Community Growth & Partner Specialist,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER2_11,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/28/2025,Event Manager,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER2_11,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/28/2025,Head of Partnerships,C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER2_11,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/28/2025,President,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/28/2025,People Operations Lead,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_ALL_TIER2_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/28/2025,COO,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_ALL_TIER2_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/28/2025,Designer,Manager/Senior Manager,Consultancy,$5.00,AFF_ALL_TIER2_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/28/2025,Founder,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER2_11,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/28/2025,"Director, CTV Partnerships",C-Suite/SVP/VP/Director,Marketing Agency,"$1,011.35",ORGANIC,Executive Pass II,LinkedIn,,,,,,,,,,
2/28/2025,Director event management,Manager/Senior Manager,Technology Partner,$5.00,AFF_ALL_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/28/2025,CEO,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
2/28/2025,Marketing Manager,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/28/2025,"Senior Director, Digital Marketing & Strategy",C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/28/2025,Senior Account Executive,Manager/Senior Manager,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/28/2025,Director of Marketing,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/28/2025,"Senior Manager, Solutions Engineering",Manager/Senior Manager,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/28/2025,SVP Sales,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/27/2025,Co-Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/27/2025,CEO / Co-Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/27/2025,CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/27/2025,CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/27/2025,CEO,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/27/2025,"Sr. Director, eCommerce and Digital Marketing",C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
2/27/2025,Founder and CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/27/2025,Director,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/27/2025,Executive Director,C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/27/2025,VP Channel Strategy,C-Suite/SVP/VP/Director,Technology Partner,"$1,011.35",ORGANIC,Executive Pass II,Email,,,,,,,,,,
2/27/2025,Chief Commerce Officer,C-Suite/SVP/VP/Director,Marketing Agency,"$1,011.35",ORGANIC,Executive Pass II,Email,,,,,,,,,,
2/27/2025,External Relations Officer,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
2/27/2025,Business Development Officer,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass I,Email,,,,,,,,,,
2/27/2025,Assistant Director - Partnerships and External Relations,C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_04,Executive Pass I,Email,,,,,,,,,,
2/27/2025,CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/27/2025,Growth,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/27/2025,Head of CRO,Manager/Senior Manager,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass II,Email,,,,,,,,,,
2/27/2025,Partnerships Development Representative,Independent Contributor/Specialist,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass II,Email,,,,,,,,,,
2/27/2025,VP Partnerships,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass II,Email,,,,,,,,,,
2/27/2025,Co Founder,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass II,Email,,,,,,,,,,
2/27/2025,VP & GM,C-Suite/SVP/VP/Director,Retailer,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/27/2025,Consultant,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_ALL_TIER2_04,Executive Pass II,LinkedIn,,,,,,,,,,
2/27/2025,Account Executive,Independent Contributor/Specialist,Technology Partner,"$1,339.90",DISC_15,Executive Pass III,Email,,,,,,,,,,
2/27/2025,Director Sales,Manager/Senior Manager,Technology Partner,$50.85,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/27/2025,Business Development Manager,Manager/Senior Manager,Marketing Agency,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/27/2025,Account Executive,Independent Contributor/Specialist,Marketing Agency,$50.85,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/27/2025,Account Executive,Independent Contributor/Specialist,Marketing Agency,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/27/2025,Retail Account Representative,Independent Contributor/Specialist,Retailer,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/27/2025,Retail Coordinator,Independent Contributor/Specialist,Retailer,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/27/2025,Social Media & Communications Coordinator,Independent Contributor/Specialist,Retailer,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/27/2025,Creative Director,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/27/2025,Content Producer,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/27/2025,"Manager, Operations",Manager/Senior Manager,Brand,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/27/2025,"Director, Marketing",C-Suite/SVP/VP/Director,Brand,$50.85,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/27/2025,Ceo,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/27/2025,CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Director,President/Founder/Owner/Chairperson,Technology Partner,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/26/2025,Strategy Associate,Independent Contributor/Specialist,Marketing Agency,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Marketing Manager,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Sales Leader,Manager/Senior Manager,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Founder & CEO,President/Founder/Owner/Chairperson,Technology Partner,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/26/2025,Founder and CEO,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
2/26/2025,Digital Marketing Manager,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Product Marketing Manager,Manager/Senior Manager,Technology Partner,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Software Developer,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/26/2025,Founding Sales & Partnerships Leader,Manager/Senior Manager,Technology Partner,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/26/2025,Technical Support Specialist,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
2/26/2025,Managing Director,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER2_05,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/26/2025,CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/26/2025,VP Marketing & Growth,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass II,LinkedIn,,,,,,,,,,
2/26/2025,Marketing Operations,Independent Contributor/Specialist,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass II,Email,,,,,,,,,,
2/26/2025,Data Lead,Independent Contributor/Specialist,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass II,Email,,,,,,,,,,
2/26/2025,Director Paid Media,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass II,Email,,,,,,,,,,
2/26/2025,"Senior Account Manager, Email",Manager/Senior Manager,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass II,Email,,,,,,,,,,
2/26/2025,CRO,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
2/26/2025,Marketing Manager,Manager/Senior Manager,Brand,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/26/2025,Marketing Specialist,Independent Contributor/Specialist,Brand,$5.00,AFF_WORK_TIER2_10,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Co-Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Head of Marketing,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/26/2025,Growth Executive,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Head of Product,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/26/2025,Co-Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Head of Strategy,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/26/2025,Corporate Strategy,Manager/Senior Manager,Technology Partner,$5.00,AFF_WORK_TIER2_08,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/26/2025,Community Engagement Coordinator,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_02,Executive Pass III,Email,,,,,,,,,,
2/26/2025,Social Media Marketing Specialist,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_02,Executive Pass III,LinkedIn,,,,,,,,,,
2/26/2025,Market Research Analyst,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_ALL_TIER2_02,Executive Pass III,Email,,,,,,,,,,
2/26/2025,"Director of Sales, Canada",C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
